Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident,Time_Numeric,Time_Risk,Weather_Risk,Weather_Road_Risk,Age_Group,Experience_Age_Ratio,Driver_Risk_Score,Traffic_Risk,Speed_Risk,Road_Type_Risk,Weather_Time_Interaction,Traffic_Road_Interaction
Stormy,City Road,Evening,2.0,60.0,2.0,1.0,High,Dry,Truck,65.0,57.0,Daylight,0.0,2,3,4,3,Senior,0.8769230769230769,1,4.0,1,2,12,4.0
Clear,City Road,Evening,1.0,30.0,4.0,1.0,Moderate,Dry,Car,42.0,36.0,Artificial Light,0.0,2,3,1,1,Middle_Age,0.8571428571428571,1,4.0,1,2,3,2.0
Clear,Rural Road,Morning,0.0,60.0,2.0,0.0,Low,Icy,Car,68.0,61.0,No Light,0.0,0,1,1,1,Elderly,0.8970588235294118,3,0.0,1,2,1,0.0
Rainy,Highway,Afternoon,2.0,60.0,1.0,0.0,Low,Dry,Car,46.0,38.9812030075188,Artificial Light,0.0,1,2,2,1,Middle_Age,0.8474174566851913,1,2.0,1,3,4,6.0
Clear,Highway,Morning,1.0,80.0,3.0,0.0,Low,Dry,Car,30.0,27.0,Daylight,1.0,0,1,1,1,Adult,0.9,1,3.0,2,3,1,3.0
Rainy,Highway,Morning,1.0,80.0,1.0,1.0,Low,Wet,Car,47.0,39.0,Daylight,0.0,0,1,2,2,Middle_Age,0.8297872340425532,1,1.0,2,3,2,3.0
Snowy,Rural Road,Evening,0.0,80.0,1.0,0.0,Low,Dry,Car,58.0,52.0,Daylight,0.0,2,3,5,1,Senior,0.896551724137931,1,0.0,2,2,15,0.0
Rainy,Highway,Morning,1.0012531328320802,30.0,2.0,0.0,High,Under Construction,Car,44.0,43.0,Daylight,1.0,0,1,2,1,Middle_Age,0.9772727272727273,1,2.0025062656641603,1,3,2,3.0037593984962405
Clear,Highway,Evening,2.0,80.0,1.0,0.0,Low,Dry,Car,48.0,44.0,No Light,1.0,2,3,1,1,Middle_Age,0.9166666666666666,1,2.0,2,3,3,6.0
Clear,Highway,Afternoon,2.0,60.0,4.0,0.0,Low,Icy,Truck,26.0,26.0,Artificial Light,0.0,1,2,1,1,Adult,1.0,1,8.0,1,3,2,6.0
Clear,Highway,Evening,1.0,100.0,2.0,0.0,Moderate,Dry,Car,68.0,60.0,Artificial Light,0.0,2,3,1,1,Elderly,0.8823529411764706,3,2.0,2,3,3,3.0
Rainy,City Road,Morning,1.0,100.0,1.0,0.0,Low,Wet,Car,18.0,10.0,Artificial Light,0.0,0,1,2,2,Young,0.5555555555555556,3,1.0,2,2,2,2.0
Clear,Rural Road,Night,1.0,50.0,2.0,1.0,Low,Dry,Car,27.0,26.0,Artificial Light,1.0,3,4,1,1,Adult,0.9629629629629629,1,2.0,1,2,4,2.0
Clear,Mountain Road,Night,2.0,80.0,3.0,0.0,Low,Dry,Motorcycle,23.0,38.9812030075188,Artificial Light,0.0,3,4,1,1,Young,1.6948349133703826,3,6.0,2,4,4,8.0
Rainy,Highway,Evening,1.0012531328320802,100.0,3.0,0.0,Low,Dry,Car,41.0,33.0,Artificial Light,1.0,2,3,2,1,Middle_Age,0.8048780487804879,1,3.0037593984962405,2,3,6,3.0037593984962405
Rainy,Highway,Morning,1.0,60.0,1.0,0.0,Low,Dry,Car,32.0,29.0,Daylight,0.0,0,1,2,1,Adult,0.90625,1,1.0,1,3,2,3.0
Clear,Highway,Afternoon,1.0,50.0,2.0,0.0,Low,Dry,Car,28.0,19.0,Daylight,1.0,1,2,1,1,Adult,0.6785714285714286,1,2.0,1,3,2,3.0
Clear,City Road,Afternoon,0.0,213.0,11.0,0.0,Low,Dry,Motorcycle,65.0,56.0,Daylight,1.0,1,2,1,1,Senior,0.8615384615384616,1,0.0,3,2,2,0.0
Rainy,Rural Road,Evening,2.0,50.0,4.0,0.0,Low,Dry,Car,46.0,42.0,Artificial Light,0.0,2,3,2,1,Middle_Age,0.9130434782608695,1,8.0,1,2,6,4.0
Clear,Highway,Morning,2.0,60.0,2.0,0.0,Low,Icy,Car,28.0,22.0,Artificial Light,1.0,0,1,1,1,Adult,0.7857142857142857,1,4.0,1,3,1,6.0
Rainy,Highway,Evening,0.0,60.0,3.0,0.0,Low,Wet,Car,65.0,59.0,Artificial Light,0.0,2,3,2,2,Senior,0.9076923076923077,1,0.0,1,3,6,0.0
Foggy,Highway,Morning,1.0012531328320802,80.0,2.0,0.0,Moderate,Dry,Car,35.0,34.0,Artificial Light,1.0,0,1,3,3,Adult,0.9714285714285714,1,2.0025062656641603,2,3,3,3.0037593984962405
Foggy,Highway,Afternoon,1.0,80.0,3.0,0.0,Moderate,Dry,Car,43.2593984962406,26.0,No Light,0.0,1,2,3,3,Middle_Age,0.6010254627617972,1,3.0,2,3,6,3.0
Rainy,Highway,Evening,1.0,30.0,1.0,0.0,Low,Dry,Car,25.0,18.0,Daylight,0.0,2,3,2,1,Young,0.72,1,1.0,1,3,6,3.0
Clear,Highway,Morning,0.0,30.0,3.0,0.0,Low,Dry,Car,21.0,13.0,No Light,1.0,0,1,1,1,Young,0.6190476190476191,3,0.0,1,3,1,0.0
Rainy,Highway,Evening,2.0,30.0,2.0,1.0,Low,Wet,Car,69.0,63.0,Daylight,0.0,2,3,2,2,Elderly,0.9130434782608695,3,4.0,1,3,6,6.0
Rainy,Highway,Night,0.0,120.0,3.0,0.0,Moderate,Dry,Motorcycle,20.0,19.0,Artificial Light,0.0,3,4,2,1,Young,0.95,3,0.0,3,3,8,0.0
Rainy,Highway,Night,1.0012531328320802,120.0,5.0,0.0,Moderate,Under Construction,Car,64.0,58.0,Artificial Light,0.0,3,4,2,1,Senior,0.90625,1,5.0062656641604,3,3,8,3.0037593984962405
Clear,Highway,Evening,2.0,80.0,2.0,0.0,Moderate,Dry,Car,52.0,45.0,Daylight,0.0,2,3,1,1,Senior,0.8653846153846154,1,4.0,2,3,3,6.0
Clear,Rural Road,Evening,1.0,60.0,5.0,0.0,Moderate,Dry,Truck,37.0,33.0,Daylight,1.0,2,3,1,1,Middle_Age,0.8918918918918919,1,5.0,1,2,3,2.0
Clear,Rural Road,Afternoon,1.0012531328320802,80.0,3.0,0.0,Low,Dry,Motorcycle,56.0,53.0,Daylight,0.0,1,2,1,1,Senior,0.9464285714285714,1,3.0037593984962405,2,2,2,2.0025062656641603
Foggy,Highway,Evening,0.0,60.0,2.0,0.0,Moderate,Dry,Car,62.0,53.0,Artificial Light,0.0,2,3,3,3,Senior,0.8548387096774194,1,0.0,1,3,9,0.0
Clear,Highway,Afternoon,0.0,100.0,2.0,0.0,Low,Dry,Car,43.2593984962406,22.0,Daylight,0.0,1,2,1,1,Middle_Age,0.50856000695229,1,0.0,2,3,2,0.0
Clear,Rural Road,Afternoon,1.0,50.0,1.0,0.0,Low,Dry,Car,29.0,22.0,No Light,1.0,1,2,1,1,Adult,0.7586206896551724,1,1.0,1,2,2,2.0
Rainy,City Road,Afternoon,2.0,60.0,3.0,0.0,Low,Dry,Car,37.0,30.0,Artificial Light,0.0,1,2,2,1,Middle_Age,0.8108108108108109,1,6.0,1,2,4,4.0
Rainy,Highway,Afternoon,0.0,80.0,4.0,0.0,High,Dry,Car,42.0,34.0,Artificial Light,1.0,1,2,2,1,Middle_Age,0.8095238095238095,1,0.0,2,3,4,0.0
Clear,Highway,Morning,1.0,100.0,5.0,0.0,Low,Wet,Truck,69.0,61.0,Daylight,0.0,0,1,1,1,Elderly,0.8840579710144928,3,5.0,2,3,1,3.0
Clear,City Road,Afternoon,1.0012531328320802,50.0,4.0,0.0,Moderate,Dry,Car,49.0,47.0,Daylight,0.0,1,2,1,1,Middle_Age,0.9591836734693877,1,4.005012531328321,1,2,2,2.0025062656641603
Clear,Highway,Morning,0.0,60.0,4.0,1.0,High,Wet,Truck,36.0,27.0,Daylight,0.0,0,1,1,1,Middle_Age,0.75,1,0.0,1,3,1,0.0
Rainy,City Road,Evening,2.0,120.0,3.0,0.0,Low,Dry,Car,24.0,38.9812030075188,Daylight,0.0,2,3,2,1,Young,1.62421679197995,3,6.0,3,2,6,4.0
Clear,Highway,Morning,2.0,80.0,5.0,0.0,Moderate,Wet,Car,57.0,54.0,Daylight,1.0,0,1,1,1,Senior,0.9473684210526315,1,10.0,2,3,1,6.0
Snowy,Highway,Night,0.0,50.0,2.0,1.0,Low,Dry,Car,60.0,54.0,Artificial Light,0.0,3,4,5,1,Senior,0.9,1,0.0,1,3,20,0.0
Clear,Highway,Night,0.0,60.0,5.0,0.0,Moderate,Dry,Truck,36.0,31.0,Daylight,1.0,3,4,1,1,Middle_Age,0.8611111111111112,1,0.0,1,3,4,0.0
Clear,Highway,Evening,0.0,60.0,2.0,1.0,Low,Wet,Car,52.0,50.0,Daylight,0.0,2,3,1,1,Senior,0.9615384615384616,1,0.0,1,3,3,0.0
Clear,City Road,Morning,2.0,30.0,3.0,0.0,High,Dry,Car,47.0,38.0,Artificial Light,0.0,0,1,1,1,Middle_Age,0.8085106382978723,1,6.0,1,2,1,4.0
Snowy,Highway,Morning,0.0,30.0,1.0,0.0,Moderate,Wet,Motorcycle,24.0,15.0,Artificial Light,0.0,0,1,5,2,Young,0.625,3,0.0,1,3,5,0.0
Clear,Rural Road,Afternoon,2.0,30.0,1.0,0.0,Low,Wet,Truck,53.0,50.0,Daylight,1.0,1,2,1,1,Senior,0.9433962264150944,1,2.0,1,2,2,4.0
Clear,City Road,Afternoon,2.0,100.0,3.0,0.0,Low,Icy,Car,50.0,43.0,Artificial Light,1.0,1,2,1,1,Middle_Age,0.86,1,6.0,2,2,2,4.0
Clear,City Road,Afternoon,1.0012531328320802,60.0,1.0,1.0,High,Icy,Bus,41.0,35.0,Daylight,1.0,1,2,1,1,Middle_Age,0.8536585365853658,1,1.0012531328320802,1,2,2,2.0025062656641603
Clear,Highway,Morning,2.0,60.0,3.0,0.0,Moderate,Dry,Motorcycle,56.0,51.0,Artificial Light,0.0,0,1,1,1,Senior,0.9107142857142857,1,6.0,1,3,1,6.0
Clear,Highway,Afternoon,1.0,60.0,5.0,0.0,Low,Dry,Car,50.0,41.0,Artificial Light,0.0,1,2,1,1,Middle_Age,0.82,1,5.0,1,3,2,3.0
Rainy,Highway,Evening,2.0,80.0,2.0,0.0,High,Dry,Motorcycle,52.0,46.0,Daylight,0.0,2,3,2,1,Senior,0.8846153846153846,1,4.0,2,3,6,6.0
Clear,City Road,Afternoon,2.0,50.0,2.0,0.0,Low,Icy,Car,34.0,26.0,Artificial Light,0.0,1,2,1,1,Adult,0.7647058823529411,1,4.0,1,2,2,4.0
Clear,Highway,Morning,0.0,60.0,3.0,0.0,Low,Wet,Car,20.0,17.0,Artificial Light,0.0,0,1,1,1,Young,0.85,3,0.0,1,3,1,0.0
Clear,Highway,Morning,2.0,100.0,1.0,0.0,Low,Dry,Car,37.0,31.0,Artificial Light,1.0,0,1,1,1,Middle_Age,0.8378378378378378,1,2.0,2,3,1,6.0
Clear,Highway,Evening,1.0,60.0,3.0,0.0,Low,Dry,Car,28.0,23.0,Artificial Light,1.0,2,3,1,1,Adult,0.8214285714285714,1,3.0,1,3,3,3.0
Rainy,Highway,Afternoon,1.0,60.0,2.0,0.0,Low,Dry,Car,35.0,27.0,Daylight,0.0,1,2,2,1,Adult,0.7714285714285715,1,2.0,1,3,4,3.0
Clear,Highway,Evening,2.0,60.0,3.0,0.0,Moderate,Dry,Truck,48.0,40.0,Daylight,0.0,2,3,1,1,Middle_Age,0.8333333333333334,1,6.0,1,3,3,6.0
Rainy,Highway,Evening,2.0,60.0,3.0,0.0,Low,Under Construction,Car,46.0,41.0,Artificial Light,0.0,2,3,2,1,Middle_Age,0.8913043478260869,1,6.0,1,3,6,6.0
Stormy,City Road,Evening,0.0,190.0,14.0,1.0,High,Dry,Car,69.0,62.0,Artificial Light,1.0,2,3,4,3,Elderly,0.8985507246376812,3,0.0,3,2,12,0.0
Foggy,City Road,Morning,1.0012531328320802,60.0,4.0,0.0,Low,Wet,Car,51.0,43.0,Daylight,1.0,0,1,3,3,Senior,0.8431372549019608,1,4.005012531328321,1,2,3,2.0025062656641603
Rainy,Highway,Morning,0.0,60.0,3.0,0.0,Low,Dry,Car,68.0,38.9812030075188,Artificial Light,0.0,0,1,2,1,Elderly,0.5732529854046883,3,0.0,1,3,2,0.0
Snowy,Highway,Afternoon,0.0,80.0,5.0,0.0,Low,Wet,Car,45.0,41.0,Artificial Light,1.0,1,2,5,2,Middle_Age,0.9111111111111111,1,0.0,2,3,10,0.0
Clear,Highway,Afternoon,0.0,60.0,4.0,0.0,High,Icy,Car,19.0,15.0,Artificial Light,0.0,1,2,1,1,Young,0.7894736842105263,3,0.0,1,3,2,0.0
Rainy,City Road,Night,2.0,100.0,3.0,0.0,Moderate,Under Construction,Car,44.0,37.0,Daylight,0.0,3,4,2,1,Middle_Age,0.8409090909090909,1,6.0,2,2,8,4.0
Clear,City Road,Morning,0.0,60.0,5.0,0.0,Low,Dry,Car,65.0,63.0,No Light,0.0,0,1,1,1,Senior,0.9692307692307692,1,0.0,1,2,1,0.0
Rainy,Highway,Evening,1.0,196.0,11.0,0.0,Moderate,Icy,Car,38.0,32.0,Daylight,0.0,2,3,2,1,Middle_Age,0.8421052631578947,1,11.0,3,3,6,3.0
Clear,City Road,Afternoon,2.0,60.0,1.0,1.0,Moderate,Dry,Car,34.0,31.0,Artificial Light,1.0,1,2,1,1,Adult,0.9117647058823529,1,2.0,1,2,2,4.0
Clear,Highway,Night,0.0,60.0,1.0,0.0,Low,Icy,Car,31.0,22.0,Artificial Light,0.0,3,4,1,1,Adult,0.7096774193548387,1,0.0,1,3,4,0.0
Rainy,City Road,Evening,1.0,80.0,1.0,0.0,Low,Wet,Car,33.0,33.0,Daylight,0.0,2,3,2,2,Adult,1.0,1,1.0,2,2,6,2.0
Rainy,Highway,Afternoon,1.0,60.0,4.0,0.0,High,Dry,Car,18.0,11.0,Artificial Light,0.0,1,2,2,1,Young,0.6111111111111112,3,4.0,1,3,4,3.0
Clear,Highway,Morning,0.0,100.0,4.0,0.0,Low,Icy,Car,50.0,50.0,Daylight,0.0,0,1,1,1,Middle_Age,1.0,1,0.0,2,3,1,0.0
Stormy,Rural Road,Evening,1.0,80.0,2.0,0.0,Low,Icy,Car,21.0,14.0,Artificial Light,1.0,2,3,4,3,Young,0.6666666666666666,3,2.0,2,2,12,2.0
Clear,Rural Road,Afternoon,1.0,50.0,3.0,0.0,Low,Dry,Motorcycle,35.0,34.0,Artificial Light,0.0,1,2,1,1,Adult,0.9714285714285714,1,3.0,1,2,2,2.0
Clear,Rural Road,Evening,2.0,80.0,3.0,1.0,Low,Wet,Car,18.0,15.0,Artificial Light,0.0,2,3,1,1,Young,0.8333333333333334,3,6.0,2,2,3,4.0
Clear,Highway,Morning,1.0,80.0,1.0,0.0,Moderate,Icy,Car,45.0,36.0,No Light,0.0,0,1,1,1,Middle_Age,0.8,1,1.0,2,3,1,3.0
Rainy,City Road,Morning,1.0012531328320802,30.0,4.0,1.0,Low,Dry,Car,69.0,62.0,Daylight,1.0,0,1,2,1,Elderly,0.8985507246376812,3,4.005012531328321,1,2,2,2.0025062656641603
Foggy,Highway,Afternoon,0.0,50.0,2.0,0.0,Low,Dry,Car,69.0,63.0,Daylight,0.0,1,2,3,3,Elderly,0.9130434782608695,3,0.0,1,3,6,0.0
Foggy,City Road,Night,1.0,80.0,5.0,0.0,Low,Wet,Motorcycle,43.0,38.9812030075188,Artificial Light,0.0,3,4,3,3,Middle_Age,0.9065396048260186,1,5.0,2,2,12,2.0
Snowy,City Road,Afternoon,1.0,50.0,3.0,0.0,Low,Dry,Car,56.0,54.0,No Light,0.0,1,2,5,1,Senior,0.9642857142857143,1,3.0,1,2,10,2.0
Foggy,City Road,Night,0.0,188.0,10.0,1.0,Low,Icy,Car,33.0,27.0,Artificial Light,0.0,3,4,3,3,Adult,0.8181818181818182,1,0.0,3,2,12,0.0
Clear,Highway,Night,2.0,80.0,1.0,0.0,High,Icy,Car,46.0,41.0,Daylight,0.0,3,4,1,1,Middle_Age,0.8913043478260869,1,2.0,2,3,4,6.0
Clear,Highway,Evening,2.0,100.0,4.0,0.0,Moderate,Icy,Truck,52.0,43.0,Daylight,0.0,2,3,1,1,Senior,0.8269230769230769,1,8.0,2,3,3,6.0
Foggy,Highway,Afternoon,0.0,80.0,4.0,0.0,Moderate,Icy,Motorcycle,32.0,38.9812030075188,Artificial Light,0.0,1,2,3,3,Adult,1.2181625939849625,1,0.0,2,3,6,0.0
Clear,Highway,Morning,1.0,100.0,4.0,0.0,Moderate,Dry,Motorcycle,62.0,57.0,Artificial Light,1.0,0,1,1,1,Senior,0.9193548387096774,1,4.0,2,3,1,3.0
Rainy,City Road,Morning,1.0,50.0,4.0,0.0,Low,Dry,Car,36.0,33.0,Artificial Light,0.0,0,1,2,1,Middle_Age,0.9166666666666666,1,4.0,1,2,2,2.0
Rainy,Highway,Afternoon,0.0,60.0,2.0,0.0,Moderate,Dry,Truck,29.0,24.0,Daylight,0.0,1,2,2,1,Adult,0.8275862068965517,1,0.0,1,3,4,0.0
Rainy,City Road,Evening,1.0,60.0,3.0,0.0,Low,Icy,Car,36.0,32.0,Artificial Light,0.0,2,3,2,1,Middle_Age,0.8888888888888888,1,3.0,1,2,6,2.0
Rainy,Rural Road,Evening,1.0,50.0,3.0,0.0,Moderate,Under Construction,Car,67.0,38.9812030075188,No Light,0.0,2,3,2,1,Elderly,0.5818090001122209,3,3.0,1,2,6,2.0
Rainy,City Road,Afternoon,2.0,30.0,2.0,0.0,Low,Under Construction,Motorcycle,68.0,66.0,Daylight,0.0,1,2,2,1,Elderly,0.9705882352941176,3,4.0,1,2,4,4.0
Foggy,City Road,Afternoon,2.0,30.0,3.0,0.0,Low,Dry,Car,62.0,59.0,Daylight,0.0,1,2,3,3,Senior,0.9516129032258065,1,6.0,1,2,6,4.0
Rainy,Highway,Afternoon,2.0,100.0,3.0,0.0,High,Wet,Car,43.0,38.0,Artificial Light,0.0,1,2,2,2,Middle_Age,0.8837209302325582,1,6.0,2,3,4,6.0
Clear,Rural Road,Night,2.0,50.0,3.0,0.0,Low,Icy,Car,54.0,48.0,Artificial Light,1.0,3,4,1,1,Senior,0.8888888888888888,1,6.0,1,2,4,4.0
Clear,Highway,Morning,1.0,60.0,5.0,0.0,Low,Wet,Truck,63.0,60.0,Artificial Light,0.0,0,1,1,1,Senior,0.9523809523809523,1,5.0,1,3,1,3.0
Stormy,Highway,Evening,1.0,195.0,14.0,0.0,Moderate,Dry,Car,46.0,38.0,No Light,0.0,2,3,4,3,Middle_Age,0.8260869565217391,1,14.0,3,3,12,3.0
Rainy,City Road,Afternoon,2.0,100.0,1.0,1.0,Low,Dry,Motorcycle,48.0,46.0,Artificial Light,0.0,1,2,2,1,Middle_Age,0.9583333333333334,1,2.0,2,2,4,4.0
Clear,Rural Road,Morning,1.0,194.0,3.0,1.0,Low,Under Construction,Truck,31.0,24.0,Artificial Light,0.0,0,1,1,1,Adult,0.7741935483870968,1,3.0,3,2,1,2.0
Rainy,Mountain Road,Afternoon,1.0,60.0,4.0,0.0,High,Dry,Car,42.0,41.0,Artificial Light,0.0,1,2,2,1,Middle_Age,0.9761904761904762,1,4.0,1,4,4,4.0
Rainy,Rural Road,Afternoon,2.0,80.0,3.0,0.0,Low,Dry,Truck,33.0,33.0,Daylight,0.0,1,2,2,1,Adult,1.0,1,6.0,2,2,4,4.0
Foggy,City Road,Evening,1.0,60.0,3.0,0.0,Moderate,Icy,Car,59.0,51.0,Artificial Light,1.0,2,3,3,3,Senior,0.864406779661017,1,3.0,1,2,9,2.0
Clear,City Road,Afternoon,1.0,80.0,1.0,1.0,Low,Dry,Car,37.0,31.0,Artificial Light,0.0,1,2,1,1,Middle_Age,0.8378378378378378,1,1.0,2,2,2,2.0
Foggy,Highway,Evening,2.0,60.0,1.0,0.0,Low,Dry,Car,43.0,43.0,Daylight,0.0,2,3,3,3,Middle_Age,1.0,1,2.0,1,3,9,6.0
Clear,Highway,Afternoon,2.0,100.0,4.0,0.0,Low,Under Construction,Truck,27.0,26.0,Daylight,0.0,1,2,1,1,Adult,0.9629629629629629,1,8.0,2,3,2,6.0
Clear,Highway,Morning,0.0,60.0,3.0,0.0,Low,Wet,Car,18.0,10.0,Daylight,0.0,0,1,1,1,Young,0.5555555555555556,3,0.0,1,3,1,0.0
Snowy,Mountain Road,Night,0.0,50.0,5.0,0.0,Low,Dry,Car,32.0,31.0,Daylight,0.0,3,4,5,1,Adult,0.96875,1,0.0,1,4,20,0.0
Clear,Highway,Afternoon,1.0,80.0,5.0,0.0,Low,Icy,Car,29.0,28.0,Artificial Light,0.0,1,2,1,1,Adult,0.9655172413793104,1,5.0,2,3,2,3.0
Rainy,Rural Road,Morning,0.0,100.0,4.0,0.0,Low,Dry,Car,41.0,41.0,Artificial Light,0.0,0,1,2,1,Middle_Age,1.0,1,0.0,2,2,2,0.0
Clear,Highway,Evening,2.0,80.0,5.0,0.0,Low,Under Construction,Car,43.2593984962406,53.0,Artificial Light,0.0,2,3,1,1,Middle_Age,1.225167289475971,1,10.0,2,3,3,6.0
Rainy,City Road,Morning,2.0,80.0,1.0,0.0,Low,Under Construction,Car,46.0,43.0,Artificial Light,0.0,0,1,2,1,Middle_Age,0.9347826086956522,1,2.0,2,2,2,4.0
Clear,Highway,Afternoon,0.0,50.0,5.0,0.0,Moderate,Dry,Car,24.0,18.0,Daylight,0.0,1,2,1,1,Young,0.75,3,0.0,1,3,2,0.0
Snowy,Rural Road,Afternoon,2.0,50.0,2.0,0.0,Moderate,Wet,Car,44.0,38.9812030075188,Artificial Light,1.0,1,2,5,2,Middle_Age,0.8859364319890637,1,4.0,1,2,10,4.0
Clear,Mountain Road,Afternoon,0.0,50.0,4.0,1.0,Moderate,Dry,Motorcycle,66.0,59.0,Artificial Light,0.0,1,2,1,1,Elderly,0.8939393939393939,3,0.0,1,4,2,0.0
Foggy,City Road,Morning,1.0012531328320802,60.0,1.0,0.0,Moderate,Wet,Car,46.0,41.0,Daylight,0.0,0,1,3,3,Middle_Age,0.8913043478260869,1,1.0012531328320802,1,2,3,2.0025062656641603
Rainy,Highway,Afternoon,0.0,60.0,4.0,0.0,Low,Under Construction,Car,65.0,60.0,Daylight,0.0,1,2,2,1,Senior,0.9230769230769231,1,0.0,1,3,4,0.0
Rainy,Highway,Afternoon,0.0,60.0,3.0,0.0,Low,Dry,Car,63.0,61.0,Daylight,0.0,1,2,2,1,Senior,0.9682539682539683,1,0.0,1,3,4,0.0
Rainy,City Road,Evening,1.0,60.0,2.0,1.0,Low,Wet,Car,59.0,50.0,Daylight,0.0,2,3,2,2,Senior,0.847457627118644,1,2.0,1,2,6,2.0
Snowy,Highway,Afternoon,1.0,60.0,5.0,0.0,Low,Dry,Truck,61.0,60.0,Artificial Light,0.0,1,2,5,1,Senior,0.9836065573770492,1,5.0,1,3,10,3.0
Clear,Highway,Evening,2.0,60.0,1.0,0.0,Moderate,Wet,Truck,50.0,45.0,Artificial Light,0.0,2,3,1,1,Middle_Age,0.9,1,2.0,1,3,3,6.0
Clear,Rural Road,Afternoon,2.0,80.0,5.0,0.0,Low,Wet,Car,42.0,36.0,Artificial Light,1.0,1,2,1,1,Middle_Age,0.8571428571428571,1,10.0,2,2,2,4.0
Clear,Highway,Afternoon,1.0,80.0,3.0,0.0,Low,Dry,Car,24.0,24.0,Daylight,0.0,1,2,1,1,Young,1.0,3,3.0,2,3,2,3.0
Stormy,Highway,Morning,1.0,50.0,2.0,0.0,Low,Dry,Car,23.0,14.0,Daylight,0.0,0,1,4,3,Young,0.6086956521739131,3,2.0,1,3,4,3.0
Clear,Highway,Morning,1.0,100.0,5.0,0.0,Low,Icy,Car,21.0,21.0,Artificial Light,0.0,0,1,1,1,Young,1.0,3,5.0,2,3,1,3.0
Snowy,Highway,Morning,2.0,60.0,4.0,0.0,Low,Wet,Car,50.0,43.0,Daylight,1.0,0,1,5,2,Middle_Age,0.86,1,8.0,1,3,5,6.0
Rainy,City Road,Morning,0.0,50.0,3.0,0.0,High,Icy,Motorcycle,58.0,49.0,Artificial Light,0.0,0,1,2,1,Senior,0.8448275862068966,1,0.0,1,2,2,0.0
Rainy,Rural Road,Evening,0.0,120.0,5.0,1.0,Moderate,Wet,Car,38.0,30.0,Artificial Light,0.0,2,3,2,2,Middle_Age,0.7894736842105263,1,0.0,3,2,6,0.0
Foggy,Highway,Afternoon,1.0012531328320802,50.0,4.0,1.0,Moderate,Dry,Car,43.0,41.0,Artificial Light,0.0,1,2,3,3,Middle_Age,0.9534883720930233,1,4.005012531328321,1,3,6,3.0037593984962405
Foggy,City Road,Afternoon,2.0,50.0,5.0,0.0,High,Wet,Car,26.0,17.0,Artificial Light,0.0,1,2,3,3,Adult,0.6538461538461539,1,10.0,1,2,6,4.0
Clear,City Road,Evening,1.0,120.0,4.0,0.0,Low,Dry,Car,38.0,37.0,Artificial Light,1.0,2,3,1,1,Middle_Age,0.9736842105263158,1,4.0,3,2,3,2.0
Snowy,Highway,Night,1.0,50.0,5.0,0.0,High,Dry,Car,20.0,38.9812030075188,Artificial Light,1.0,3,4,5,1,Young,1.94906015037594,3,5.0,1,3,20,3.0
Clear,Highway,Morning,2.0,100.0,2.0,0.0,Low,Dry,Car,48.0,43.0,Daylight,0.0,0,1,1,1,Middle_Age,0.8958333333333334,1,4.0,2,3,1,6.0
Rainy,Mountain Road,Morning,2.0,30.0,5.0,0.0,Low,Dry,Car,30.0,28.0,Artificial Light,0.0,0,1,2,1,Adult,0.9333333333333333,1,10.0,1,4,2,8.0
Clear,Highway,Afternoon,1.0,50.0,5.0,0.0,Low,Dry,Car,46.0,37.0,No Light,0.0,1,2,1,1,Middle_Age,0.8043478260869565,1,5.0,1,3,2,3.0
Clear,Mountain Road,Evening,2.0,50.0,4.0,0.0,Moderate,Under Construction,Car,18.0,17.0,Daylight,1.0,2,3,1,1,Young,0.9444444444444444,3,8.0,1,4,3,8.0
Rainy,Highway,Afternoon,0.0,80.0,5.0,0.0,Low,Dry,Motorcycle,24.0,23.0,Daylight,0.0,1,2,2,1,Young,0.9583333333333334,3,0.0,2,3,4,0.0
Clear,Highway,Evening,2.0,60.0,5.0,0.0,Low,Dry,Car,52.0,52.0,Daylight,0.0,2,3,1,1,Senior,1.0,1,10.0,1,3,3,6.0
Clear,Rural Road,Morning,1.0,30.0,1.0,0.0,Low,Dry,Car,21.0,21.0,Artificial Light,0.0,0,1,1,1,Young,1.0,3,1.0,1,2,1,2.0
Clear,Highway,Evening,0.0,100.0,4.0,1.0,Moderate,Wet,Car,33.0,26.0,Artificial Light,0.0,2,3,1,1,Adult,0.7878787878787878,1,0.0,2,3,3,0.0
Clear,Highway,Afternoon,2.0,60.0,4.0,1.0,Low,Icy,Car,19.0,11.0,Artificial Light,0.0,1,2,1,1,Young,0.5789473684210527,3,8.0,1,3,2,6.0
Clear,Highway,Afternoon,0.0,60.0,3.0,0.0,Low,Dry,Motorcycle,41.0,41.0,No Light,0.0,1,2,1,1,Middle_Age,1.0,1,0.0,1,3,2,0.0
Clear,Highway,Morning,0.0,30.0,3.0,0.0,High,Dry,Car,27.0,27.0,Artificial Light,1.0,0,1,1,1,Adult,1.0,1,0.0,1,3,1,0.0
Clear,Highway,Afternoon,1.0,50.0,3.0,0.0,Moderate,Dry,Car,26.0,17.0,Artificial Light,0.0,1,2,1,1,Adult,0.6538461538461539,1,3.0,1,3,2,3.0
